name,rating,review,Type,headquater,years_odd,employees
Groupon,3.4,(267 Reviews),Private,"Chicago,Illinois + 8 more",15 years old,201-500 Employees (India)
Time Technoplast,3.6,(267 Reviews),Public,"Mumbai,Maharashtra + 28 more",31 years old,1k-5k Employees (India)
Alcon,3.7,(267 Reviews),Public,"Fort Worth,Texas + 30 more",78 years old,1k-5k Employees (India)
Grey Orange,3.1,(267 Reviews),Private,"Gurgaon,Haryana + 8 more",12 years old,501-1k Employees (India)
Top Office Pros ...,4.9,(267 Reviews),Pune + 4 more,11-50 Employees (India),,
ASM Technologies,3.6,(267 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 15 more",31 years old,501-1k Employees (India)
Hajee A P Bava C...,3.7,(266 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 37 more",73 years old,201-500 Employees (India)
L. N. Malviya In...,3.5,(266 Reviews),Private,"Bhopal,Madhya Pradesh + 73 more",13 years old,1k-5k Employees (India)
Uniparts Group,4.2,(266 Reviews),Private,"Noida,Uttar Pradesh + 14 more",39 years old,501-1k Employees (India)
EXEDY,3.8,(266 Reviews),Private,Keysborough + 14 more,46 years old,201-500 Employees (India)
Methodex,3.8,(266 Reviews),Private,"Delhi/NCR,Delhi + 42 more",63 years old,1k-5k Employees (India)
Elecon Engineeri...,4.1,(266 Reviews),Public,Gujrat + 19 more,72 years old,501-1k Employees (India)
Varroc Engineeri...,3.8,(266 Reviews),Aurangabad + 13 more,33 years old,1k-5k Employees (India),
HealthifyMe,3.3,(266 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",11 years old,201-500 Employees (India)
Essar Projects I...,4.0,(265 Reviews),Public,Mumbai + 33 more,54 years old,5k-10k Employees (India)
Excitel Broadban...,3.7,(265 Reviews),Private,"Delhi,NCT + 25 more",8 years old,1k-5k Employees (India)
Cera Sanitarywar...,4.2,(265 Reviews),Public,"London,England + 50 more",43 years old,1k-5k Employees (India)
V-Xpress,4.3,(265 Reviews),Private,"Chembur,Maharashtra + 52 more",21 years old,501-1k Employees (India)
Aarti Drugs,3.8,(265 Reviews),Public,Mumbai + 9 more,39 years old,201-500 Employees (India)
Sakthi Auto Comp...,3.1,(265 Reviews),Public,"Coimbatore,Tamil Nadu + 9 more",40 years old,501-1k Employees (India)
Tanishq Jeweller...,4.5,(265 Reviews),Bengaluru + 87 more,29 years old,501-1k Employees (India),
HyperCITY,4.5,(264 Reviews),Private,"Mumbai,Maharashtra + 19 more",19 years old,501-1k Employees (India)
Anthem Bioscienc...,4.0,(264 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",17 years old,1k-5k Employees (India)
Ranbaxy,4.5,(264 Reviews),Public,GURGAON + 48 more,62 years old,10k-50k Employees (India)
Harjai Computers,4.2,(264 Reviews),Private,"Mumbai,Maharashtra + 8 more",28 years old,501-1k Employees (India)
Micro Focus,3.9,(264 Reviews),Private,"Newbury,West Berkshire + 5 more",47 years old,1k-5k Employees (India)
TotalEnergies,4.0,(264 Reviews),Private,Paris + 47 more,99 years old,501-1k Employees (India)
Tribhovandas Bhi...,4.1,(264 Reviews),Public,"Mumbai,Maharashtra + 33 more",159 years old,1k-5k Employees (India)
Electronica Fina...,3.8,(264 Reviews),Public,"Pune,Maharashtra + 69 more",33 years old,501-1k Employees (India)
Eisai Pharmaceut...,4.2,(264 Reviews),Public,"Tokyo,Tokyo-to + 13 more",19 years old,201-500 Employees (India)
Applied Material...,4.1,(264 Reviews),Private,"Santa Clara,California + 9 more",21 years old,1k-5k Employees (India)
Sri Krishna Phar...,3.9,(263 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 6 more",49 years old,201-500 Employees (India)
Symbiotec Pharma...,3.6,(263 Reviews),Private,"Indore,Madhya Pradesh + 5 more",29 years old,51-200 Employees (India)
India Glycols,4.0,(263 Reviews),Public,"Noida,Uttar Pradesh + 11 more",40 years old,1k-5k Employees (India)
Wirpo Technologi...,3.8,(263 Reviews),Bengaluru/Bangalore + 19 more,1 Lakh+ Employees (Global),,
Continental Engi...,4.0,(262 Reviews),Private,New Delhi + 24 more,40 years old,10k-50k Employees (India)
Allcargo Logisti...,4.1,(262 Reviews),Public,"Mumbai,Maharashtra + 35 more",30 years old,1k-5k Employees (India)
ThoughtWorks,4.2,(262 Reviews),Private,"Chicago,Illinois + 9 more",30 years old,1k-5k Employees (India)
People Tech Grou...,3.3,(262 Reviews),Private,Redmond + 8 more,17 years old,1k-5k Employees (India)
Exicom,4.0,(262 Reviews),Public,"Gurgaon,Haryana + 14 more",29 years old,501-1k Employees (India)
Hewlett Packard ...,4.1,(262 Reviews),,,,
Kiya.ai,3.3,(262 Reviews),"Mumbai,Maharashtra + 7 more",28 years old,201-500 Employees (India),
Escon Elevators,3.6,(262 Reviews),Private,"Navi Mumbai,Maharashtra + 10 more",33 years old,51-200 Employees (India)
Henkel Adhesives...,4.3,(261 Reviews),Private,"Düsseldorf,North Rhine-Westphalia + 16 more",33 years old,501-1k Employees (India)
ELGI Equipments,4.0,(261 Reviews),Public,"Coimbatore,Tamil Nadu + 24 more",63 years old,1k-5k Employees (India)
Win Medicare,4.0,(261 Reviews),Private,"Delhi/NCR,Delhi + 41 more",18 years old,501-1k Employees (India)
Harman Finochem,3.6,(261 Reviews),Private,"Mumbai,Maharashtra + 8 more",40 years old,501-1k Employees (India)
XL Health,4.3,(261 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",26 years old,11-50 Employees (India)
Danske IT,3.7,(261 Reviews),Private,"Bangalore/Bengaluru,Karnataka",11 years old,1k-5k Employees (India)
Ryan,4.5,(261 Reviews),Private,"Dallas,Texas + 1 more",32 years old,501-1k Employees (India)
Siti Networks,4.0,(260 Reviews),Public,Noida + 46 more,29 years old,201-500 Employees (India)
Indian Space Res...,4.4,(260 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 18 more",54 years old,10k-50k Employees (India)
FCm Travel Solut...,3.5,(260 Reviews),Private,Brisbane + 20 more,37 years old,1k-5k Employees (India)
Innominds Softwa...,3.2,(260 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",25 years old,1k-5k Employees (India)
Accion Labs,3.7,(260 Reviews),Private,"Bridgeville,Pennsylvania + 10 more",12 years old,1k-5k Employees (India)
Johnson Controls...,3.9,(260 Reviews),,,,
Chambal Fertilis...,4.0,(260 Reviews),Public,"Kota,Rajasthan + 40 more",38 years old,1k-5k Employees (India)
Alankit,2.8,(260 Reviews),Public,"Delhi/NCR,New Delhi + 34 more",32 years old,1k-5k Employees (India)
MITS GLOBAL CONS...,4.7,(260 Reviews),Mumbai + 7 more,5k-10k Employees (India),,
Hamdard,4.0,(259 Reviews),NGO/NPO,"Delhi/NCR,Delhi + 47 more",117 years old,501-1k Employees (India)
Fenesta Building...,4.2,(259 Reviews),Private,"Gurgaon/Gurugram,Haryana + 41 more",20 years old,501-1k Employees (India)
Cosmo Films,4.0,(259 Reviews),Public,"Delhi/NCR,New Delhi + 7 more",42 years old,1k-5k Employees (India)
Allianz Partners,3.9,(259 Reviews),Saint-Ouen + 11 more,9 years old,1k-5k Employees (India),
Shriram Group,4.1,(259 Reviews),Private,"Chennai,Tamil Nadu + 110 more",49 years old,50k-1 Lakh Employees (India)
SHARE Microfin,4.1,(259 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 99 more",34 years old,501-1k Employees (India)
Infosys Consulti...,3.8,(259 Reviews),Zurich + 22 more,19 years old,1k-5k Employees (India),
Akumentis Health...,3.5,(259 Reviews),Private,Thane + 36 more,13 years old,1k-5k Employees (India)
GAVS Technologie...,3.9,(259 Reviews),Private,"Princeton,New Jersey + 9 more",25 years old,1k-5k Employees (India)
Madina Group,4.6,(258 Reviews),Private,Doha + 14 more,26 years old,201-500 Employees (India)
Transguard Group...,3.9,(258 Reviews),Private,"Dubai,Dubai + 20 more",22 years old,501-1k Employees (India)
Johnson Matthey,4.0,(258 Reviews),Private,London + 13 more,206 years old,501-1k Employees (India)
VKC Group,3.7,(258 Reviews),Private,"Calicut/Kozhikode,Kerala + 34 more",39 years old,1k-5k Employees (India)
International Ga...,3.5,(258 Reviews),Private,Gurgaon/Gurugram + 5 more,33 years old,501-1k Employees (India)
Victora Tool Eng...,3.9,(258 Reviews),Private,"Faridabad,Haryana + 6 more",51 years old,1k-5k Employees (India)
Brigade Group,4.1,(257 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 7 more",37 years old,501-1k Employees (India)
Vasan Eye Care H...,4.0,(257 Reviews),Private,"Chennai,Tamil Nadu + 63 more",21 years old,5k-10k Employees (India)
Katerra,3.4,(257 Reviews),Private,"Menlo Park,California + 13 more",8 years old,501-1k Employees (India)
SOLAR INDUSTRIES...,3.9,(257 Reviews),Public,"Nagpur,Maharashtra + 25 more",28 years old,5k-10k Employees (India)
Kelly Services,4.2,(257 Reviews),Private,"Troy,Michigan + 30 more",77 years old,51-200 Employees (India)
OnProcess Techno...,3.8,(257 Reviews),Private,"Ashland,Massachusetts + 1 more",25 years old,501-1k Employees (India)
Capital Trust,3.7,(257 Reviews),Public,"Delhi/NCR,New Delhi + 68 more",37 years old,201-500 Employees (India)
Indian Bank,3.5,(257 Reviews),Private,Chennai + 60 more,116 years old,10k-50k Employees (India)
Yusen Logistics,4.1,(257 Reviews),Private,Tokyo + 28 more,68 years old,501-1k Employees (India)
Thought Focus,3.7,(256 Reviews),Private,"Milwaukee,Wisconsin + 4 more",19 years old,1k-5k Employees (India)
Kuehne + Nagel,4.1,(256 Reviews),Private,"Schindellegi,Feusisberg + 24 more",133 years old,501-1k Employees (India)
Kirloskar Ferrou...,4.0,(256 Reviews),Public,"Koppal,Karnataka + 9 more",32 years old,1k-5k Employees (India)
Kharafi National,4.1,(256 Reviews),Private,Cairo + 16 more,47 years old,201-500 Employees (India)
Star Bazaar,4.1,(256 Reviews),Private,"Mumbai,Maharashtra + 22 more",25 years old,1k-5k Employees (India)
Aurionpro Soluti...,4.0,(256 Reviews),Public,"Mumbai,Maharashtra + 29 more",26 years old,501-1k Employees (India)
Rashmi Group,3.7,(256 Reviews),Private,"Kolkata,West Bengal + 15 more",57 years old,10k-50k Employees (India)
Kutchina,3.9,(255 Reviews),Private,"Kolkata,West Bengal + 49 more",20 years old,201-500 Employees (India)
Ashapura Group O...,4.1,(255 Reviews),Public,"Mumbai,Maharashtra + 25 more",63 years old,201-500 Employees (India)
Sunwoda,4.2,(255 Reviews),Private,"Greater Noida,Uttar Pradesh + 2 more",26 years old,201-500 Employees (India)
Novac Technology...,3.8,(255 Reviews),Private,"Chennai,Tamil Nadu + 15 more",17 years old,1k-5k Employees (India)
Oda Class,4.0,(255 Reviews),"Bengaluru/Bangalore,Karnataka + 5 more",6 years old,1k-5k Employees (India),
NKG Infrastructu...,3.7,(255 Reviews),Private,"Delhi/NCR,Delhi + 33 more",34 years old,1k-5k Employees (India)
